"","logFC","PValue","FDR"
"CYSTM1",-0.246359209118216,0.000607968092343583,0.0195003442688332
"CCNB1",-0.467248476393623,0.000613379412056647,0.0195003442688332
"LY6E",-0.267640416185038,0.000615408653165544,0.0195003442688332
"ZWINT",-0.467744358231938,0.000616552383574848,0.0195063430580538
"ZWILCH",-0.304263912207256,0.000618048980610796,0.0195234699624783
"APEH",-0.332981617457595,0.000626029951579684,0.019682728219763
"TMSB10",-0.217665071641419,0.000629712981957653,0.0197011517566476
"EPHX1",-0.36291389094392,0.000639369754600215,0.0198158575135778
"ISOC2",-0.292194539241587,0.000646043569500827,0.0198845898001708
"TMEM139",-0.809415019528005,0.000650339127728709,0.0199344783206174
"PMM1",-0.356400510539458,0.000655103578957712,0.0199538106508759
"SCRN2",-0.303055128214937,0.000657361244090812,0.0199630744527905
"MYL6",-0.27257997553658,0.000660497130400074,0.0199805645810392
"BLVRB",-0.278985074893264,0.000662853037232348,0.0199805645810392
"SHCBP1",-0.453093001735648,0.000665181809059894,0.0199805645810392
"BTD",-0.393643303579677,0.000668690976290773,0.0199805645810392
"SPC25",-0.724430449324154,0.000670225800629938,0.0199971896544156
"FABP5",-0.294698329897504,0.00067955929792504,0.0201867636574516
"HSP90B1",-0.296759377131747,0.000681441500069236,0.0201867636574516
"ATP6AP1",-0.262758947661514,0.000689019012905666,0.0203009142211551
"DCTPP1",-0.416639293461271,0.000690908023566496,0.0203176664541756
"COPS6",-0.274715215620382,0.000698920084299718,0.0204722346322738
"DDC",-0.75068613379754,0.000704994461455865,0.0205864221886148
"ADGRG1",-0.235349183541758,0.000706359662472473,0.0205942635971646
"FANCD2",-0.449472320854478,0.000712664106987535,0.0206872426032478
"NUTF2",-0.269391112497939,0.000713303264136349,0.0206872426032478
"ADPRHL1",-0.487436208930655,0.000718782938498074,0.0207200080352943
"CIT",-0.578683029937411,0.000725657067953416,0.0208593237058114
"CETN2",-0.288505321397376,0.000727543269252935,0.0208841704171229
"RNF26",-0.367832955530286,0.000733855628157286,0.0209476834193835
"UBE2T",-0.587748997633577,0.000742149085446112,0.0209679421787215
"SELENOF",-0.244709102917308,0.000749635406385686,0.0209679421787215
"TIMELESS",-0.286335022637154,0.000752123014261177,0.0209679421787215
"HAX1",-0.226882915483622,0.000754896847679602,0.0209679421787215
"COMMD1",-0.374384249145289,0.000763819544725196,0.0210958700744508
"APLP2",-0.306313784256966,0.000766607499676643,0.0211442970018775
"CNDP2",-0.248238928118829,0.000795146465657765,0.0214967359171782
"SUMF2",-0.259586659208477,0.000798317964631485,0.0214967359171782
"BIRC5",-0.617042596890052,0.000801815888250745,0.0215341828174359
"SDHA",-0.234498037422073,0.000810925643141327,0.0216269557614614
"RPN2",-0.211694723051791,0.000812677464761832,0.0216269557614614
"SLC39A1",-0.236122999296237,0.000819326906313392,0.0217472770275755
"EIF5A",-0.225513290831445,0.000824651641567107,0.0217865109405001
"BANF1",-0.260493899525588,0.00082883650774851,0.0217865109405001
"MKI67",-0.551961811294214,0.000831763184527134,0.0217909665723855
"COX6B1",-0.21951271362658,0.00084057711263572,0.021836854165399
"FBL",-0.234301357208824,0.000845029193532889,0.0218546000060387
"TRAP1",-0.245108016485427,0.000850096972970385,0.0218582057792036
"PRC1",-0.318488422747143,0.000853096031857096,0.0218582057792036
"SLC50A1",-0.275287419039101,0.000856870971914111,0.0218582057792036
"CYB5R1",-0.321797210664562,0.000857376162704201,0.0218582057792036
"IFRD2",-0.250845447742327,0.00085879925827872,0.0218582057792036
"TOP2A",-0.568425558151206,0.000862091239016878,0.0218874791838844
"PRMT5",-0.230345386627924,0.000864177797035686,0.0219132330221034
"UQCRC1",-0.241820652291312,0.000868983396476977,0.0219465056349325
"ABCF2",-0.208671904129406,0.000892778387074594,0.0222993381126261
"FLNA",-0.201272886279456,0.000893588311686113,0.0222993381126261
"TACC3",-0.440394439139548,0.000895784068082477,0.0223268716871581
"PIGU",-0.385541802083332,0.000899193244464952,0.0223465425668522
"TMEM205",-0.316468353536347,0.000900224926171741,0.0223465425668522
"KIF2C",-0.499538360663176,0.000900946818430679,0.0223465425668522
"MRPS18B",-0.2944480838567,0.000902915371185723,0.0223505786703787
"PA2G4",-0.209804463975599,0.000907413719825549,0.0223711961469174
"BUB1B",-0.488736882564662,0.000910691066665299,0.022393996945367
"EMG1",-0.269111355870528,0.000912913383037446,0.0223987079502033
"MYBL2",-0.482116070563012,0.000919229834282482,0.0225136784869375
"BLVRA",-0.247860293357376,0.0009386076991401,0.0226037608772645
"HADHB",-0.221794517817408,0.000940328598460634,0.0226037608772645
"TFRC",-0.31965657333956,0.000940985464059971,0.0226037608772645
"DPYSL3",-0.255850805271142,0.000943740614641705,0.0226037608772645
"ANAPC11",-0.284977422107547,0.000951173505829325,0.0226623124735011
"PRKCSH",-0.220507935930696,0.000951378026336427,0.0226623124735011
"TMEM161A",-0.336320645836757,0.000954069663794142,0.0226999718144641
"YBX1",-0.230023129755181,0.000956907921416075,0.0227220083913684
"ECHS1",-0.236906573230164,0.00096438863586655,0.0228391366626194
"BCO1",-0.571292306026139,0.00097783080615652,0.0230726761327342
"DARS2",-0.290185785739185,0.000978765544920274,0.0230726761327342
"NUP85",-0.23555207298111,0.000979956167304136,0.0230741292020299
"DNPEP",-0.251043632876706,0.00098220208698014,0.0230973601846644
"HMGN2",-0.267094968239655,0.00098764909997456,0.0231425323472752
"CCNB2",-0.462032598562538,0.000991623636403347,0.0231425323472752
"OS9",-0.234638853122029,0.000993052200242703,0.0231425323472752
"OST4",-0.241090687767163,0.00100369692378167,0.0232957542281794
"ZDHHC12",-0.324639511290398,0.00100526082477738,0.0232957542281794
"MCM7",-0.307454135705341,0.00100811972053035,0.0232957542281794
"ERI3",-0.277512116586703,0.00101095351363532,0.0232957542281794
"LSS",-0.299973459973402,0.00101171796410218,0.0232957542281794
"CPNE1",-0.219518171734665,0.00102435247282809,0.0234247767916494
"CENPF",-0.36640961165868,0.00102965521282324,0.0235129533404261
"FTL",-0.219472515937199,0.00103469084702499,0.0236015753699739
"AURKB",-0.518566339271205,0.00104020641998876,0.0236482077994776
"NUF2",-0.488959267474267,0.00106398844240487,0.0238006073936274
"SNRPG",-0.317536844044823,0.00106437788226712,0.0238006073936274
"RHOC",-0.242634554622555,0.00106904609032057,0.0238788677529746
"APRT",-0.23077308138078,0.00107270854389258,0.0239080684839258
"RACGAP1",-0.298335092114254,0.00107386274920461,0.0239080684839258
"MEA1",-0.297263442630727,0.0010791798742011,0.0239433277809659
"PGAP2",-0.361275834596137,0.00108077060588569,0.0239433277809659
"RNF181",-0.241756569077159,0.0010855476789359,0.0239966133444752
"CYB561D2",-0.363972194417529,0.00109208863164636,0.0240721407690749
"SF3B5",-0.260160041215217,0.00109931162471881,0.0241451679385182
"FDPS",-0.444295401116051,0.00110105179169679,0.0241451679385182
"URM1",-0.255655919133221,0.00110947164363038,0.0241999802054618
"TUBB",-0.253733782113085,0.00112093461954089,0.0244092155616461
"UBL5",-0.266288490316402,0.00113890852148842,0.0247102042061362
"POR",-0.204561367394117,0.0011568292501326,0.0248257279239871
"ANXA2P2",-0.35018591315368,0.00116248107448016,0.0249043901469869
"NUDT1",-0.398845117216592,0.00117446961605729,0.0250300417236485
"SWI5",-0.322013193960125,0.00117898456995201,0.0251000902507075
"DHCR7",-0.338910633107307,0.00118066754469969,0.0251057426454796
"MRPL17",-0.236655097141821,0.00118485000117806,0.0251202949419889
"ACAA2",-0.232807058637043,0.00118798753149759,0.0251346678765506
"COG4",-0.233807696752603,0.00119336742684473,0.025196325898608
"UBE2C",-0.3825829640782,0.00120616114074625,0.0252577063468974
"ORMDL2",-0.323450810315225,0.00123561968981653,0.0255593950628023
"TFDP1",-0.331320436399801,0.00124477891332282,0.0255962759178133
"CDC20",-0.298231147548461,0.00124768250670793,0.0256282764543686
"NDUFB2",-0.286822148804337,0.00125178506335436,0.025644677952973
"CIB1",-0.221593128806414,0.00125224525868808,0.025644677952973
"MCM5",-0.578092122482865,0.00126028328597278,0.0257468181637342
"TPMT",-0.29286609331778,0.00129310693139106,0.0260807390250175
"MANBAL",-0.236159928980561,0.00130915658135732,0.0263166746118595
"PDZD11",-0.267476446827323,0.00133241858299092,0.026546623256239
"RHOA",-0.203312622491528,0.00133420564578888,0.026546623256239
"TXN2",-0.261522511077745,0.00133639348267753,0.026546623256239
"CCNF",-0.426387225254148,0.00134044990705737,0.026546623256239
"SLFN13",-0.443982641832457,0.00135874167618843,0.0266689128250712
"CALM2",-0.204818010530018,0.00135875926938935,0.0266689128250712
"TCTN3",-0.307205674156226,0.00136973956392433,0.0267417890420919
"CLN6",-0.252123189949169,0.00137289801636174,0.0267486078726418
"PTPRF",-0.203995592119499,0.00138115825717132,0.0268049564462078
"UCP2",-0.326888369504421,0.00139188234317763,0.0268049564462078
"CERCAM",-0.274797998994032,0.00139228687829941,0.0268049564462078
"PSMB2",-0.243312280601232,0.00139931098020292,0.0268049564462078
"SLC35A4",-0.224958109636442,0.00141323074881936,0.0268934916614247
"NDUFV1",-0.241646567387841,0.00141863693031686,0.0268961981278441
"ATP5F1A",-0.227070326527094,0.00142072953194814,0.0269109084095979
"ANK2",-0.618897612634109,0.00146983844970324,0.0272946630843917
"TUBA1A",-0.237837415387856,0.00147037009765707,0.0272946630843917
"AKR1A1",-0.212212813393989,0.00147400904501699,0.0273308054840934
"PHF19",-0.331995290787965,0.00147499160627043,0.0273308054840934
"MRPS10",-0.22884548259581,0.00147986728242119,0.0273963111577214
"FDFT1",-0.309274649619189,0.00149261196086121,0.0274337207670697
"CAPZB",-0.237408102898637,0.00149684102183544,0.0274337207670697
"SLC39A11",-0.275934520709419,0.00152983587847229,0.0277926983859704
"NAA38",-0.343041429842741,0.00155830611119082,0.028134858922719
"SLIT3",-0.420838639426948,0.00156172917300127,0.0281717747906443
"TMED2",-0.217515642588512,0.00156905891443145,0.0282180084533854
"ACO2",-0.252931090617173,0.00159020813846783,0.0283600994188529
"MRTO4",-0.21862131671768,0.00159409644389313,0.0283864667537962
"PPP1R7",-0.257665008892123,0.00159446442085126,0.0283864667537962
"MAPKAPK3",-0.258962656305874,0.00160411571394024,0.028518142945122
"IRAK1",-0.205857847797084,0.00161002531311509,0.0285504092550139
"FOXM1",-0.30863257036552,0.0016172226852466,0.0285655679231036
"EIF3I",-0.216869706738527,0.00162783092111347,0.0285655679231036
"ACTN1",-0.189767291179107,0.00162968256181323,0.0285655679231036
"CKAP2L",-0.54459504210299,0.0016367906417751,0.0286055471947346
"H2AZ1",-0.317126922880194,0.00165010085415189,0.0286288295901157
"EBP",-0.274754916430156,0.00168503998342524,0.028940207715332
"GPC1",-0.253362954877348,0.0016937638559433,0.0290168865781804
"RNH1",-0.192799077253378,0.00170231148068147,0.0290409381055373
"NCEH1",-0.236977873604573,0.00171199171897505,0.0291095563663994
"PIGT",-0.227555991753368,0.00172689530177625,0.0291458347112739
"CDK5",-0.356548990499098,0.00172695987060146,0.0291458347112739
"CDK2",-0.366024444420667,0.00173048071782321,0.0291811591673851
"PMPCA",-0.247013870531163,0.00175000767414201,0.0293892003649255
"FANCG",-0.331411634052988,0.00176308054978405,0.0295359346528577
"PSMA6",-0.257745574949175,0.00176820223128157,0.0295732546668844
"PCNP",-0.213118524510323,0.00177266921266277,0.0296046283863985
"PIGO",-0.231428871487837,0.00177632925055924,0.029612248958344
"HMMR",-0.486382926616644,0.00178267180197949,0.0296492787186324
"SHC1",-0.207231490207791,0.00179519410972893,0.0296846093969578
"NDUFS2",-0.248944184889639,0.00179868436094589,0.0296942738037255
"WDR54",-0.292439539935719,0.00180407265295923,0.0297310170244327
"RRP9",-0.261962751351958,0.00180451719236983,0.0297310170244327
"NT5DC2",-0.294697301037722,0.00181820410685029,0.0297760060383062
"COPS7A",-0.237300672596699,0.00182020313542859,0.0297848772473095
"TROAP",-0.368990368568264,0.00184738490633701,0.0300611884679266
"STYXL1",-0.300369641337853,0.00185743070705539,0.0300809578373994
"CTPS1",-0.228538695108811,0.00187208471781968,0.0301716650002011
"GTSE1",-0.417183780214421,0.00187317115100193,0.0301716650002011
"ALDH1B1",-0.334682525473495,0.00187354821143332,0.0301716650002011
"COX6A1",-0.214791835851391,0.00188034823964345,0.0301791562829131
"ARRB2",-0.22854323223794,0.00188590862192916,0.0302307454235201
"TIMP1",-0.209868420675363,0.00190057676667899,0.0304419968318066
"AP2B1",-0.189904891063362,0.00195583123049903,0.0309075601603379
"FARSA",-0.234862383396708,0.0019568638246148,0.0309075601603379
"CPS1",-0.537362201173996,0.00196014338264439,0.0309172198370173
"RTL10",-0.316302648183551,0.00197169835194936,0.0309959626422377
"GALE",-0.201702916588469,0.00201913018962431,0.0314091793096555
"IFI27L2",-0.349971032602176,0.00201935911600388,0.0314091793096555
"UPK1B",-0.460210828864196,0.00204173135222785,0.0315888761368909
"LIG1",-0.397252484033169,0.0020553743325754,0.0316450892250284
"SLC25A11",-0.286983182961708,0.00205939369298097,0.0316450892250284
"HSD17B10",-0.22262324111902,0.00206084811422413,0.0316450892250284
"MAGT1",-0.218915042220197,0.00208813980610878,0.0319680909043081
"MYLK",-0.35974257704673,0.00209461056434793,0.0320191852760979
"ACTR2",-0.217028325097188,0.00211290516121975,0.0322265340932904
"NCAPD3",-0.261570620993404,0.00211660591385794,0.0322589050465538
"MAD2L2",-0.284259379176103,0.0021304804295207,0.0324220096936292
"PCYT2",-0.328129848223607,0.00214609648275021,0.0325593153609732
"GLE1",-0.241897996809859,0.00215908873917548,0.0326101236377543
"CCND3",-0.291881573733616,0.002164539912684,0.0326101236377543
"TTLL12",-0.281214987715327,0.00219116035832633,0.0328080112845959
"HMGB1",-0.250799771309693,0.00219374505421571,0.0328226657526066
"FIBP",-0.24678162085314,0.0021993910771622,0.0328560732546247
"ATP6V0E2",-0.272571797894876,0.00220483509769517,0.0328682857233361
"GABRA5",-0.302614208184009,0.00221077905196809,0.0329088873008914
"STX8",-0.278679557456118,0.00221725178559965,0.0329483479416646
"PREPL",-0.216680620830754,0.00222355336285313,0.0329483479416646
"DDB1",-0.182091871704411,0.00222694127409262,0.0329536152568072
"TRAPPC1",-0.209423527649056,0.00223505344973801,0.0329819656359173
"CRYZ",-0.330225734016543,0.00225163211776887,0.0331070915273094
"DHRS4L2",-0.408518932413803,0.00226847550099332,0.0332189816470417
"HERC3",-0.279103106226754,0.00227098822189946,0.0332189816470417
"PCCB",-0.270895245740109,0.00227787749975219,0.0332542096227028
"UQCRQ",-0.282174531317323,0.00227907095422687,0.0332542096227028
"PRTFDC1",-0.385577581571887,0.00228668177257583,0.0332748185113765
"ABHD10",-0.314715795936538,0.00228746061299951,0.0332748185113765
"VPS45",-0.297672630658777,0.00231204315307921,0.0334972401874005
"PLAU",-0.26555410359589,0.00231690357174261,0.0335122966732311
"KRT87P",-0.362133332618348,0.00232512151534769,0.0335858115567587
"MFN2",-0.197022654896879,0.00232745247730826,0.0335858115567587
"S100A3",-0.29002914550922,0.00233717477388032,0.0336078913478951
"ETFB",-0.304248020284862,0.0023461181768126,0.0336078913478951
"CENPM",-0.491663253593556,0.00235431347495928,0.0336194396668863
"NAXE",-0.251813688083554,0.00236086141172038,0.033633117722278
"TMPO",-0.300838280943392,0.0023696843486288,0.0336564341329225
"GMNN",-0.328970800961345,0.00237962210448837,0.0337726751200353
"NIBAN1",-0.339967352243308,0.00238117354183241,0.0337726751200353
"AGR2",-0.221945520020209,0.00240507041267764,0.0339936577415668
"F5",-1.16962038492297,0.0024100700363247,0.0340172730679587
"BUB1",-0.294979396977632,0.00242872827668762,0.0341861904400424
"ORC1",-0.372226148228149,0.00243130339260406,0.0341988841968629
"SNAI3-AS1",-0.428258030057169,0.00243384669433282,0.0342111133003949
"RHNO1",-0.287656000542663,0.00244971125482315,0.0343169140215567
