"","logFC","logCPM","F","PValue","FDR"
"LARP6",0.414011233777479,5.79088604707795,41.2074495782754,4.36929074470985e-05,0.0101476777545886
"KDM6A",0.602650268923508,5.9267606998041,41.0932490363338,4.42446321460788e-05,0.0101603572112535
"TMEM160",1.18726160641162,3.34757947388241,40.9479456112671,4.49585272475562e-05,0.010194925336403
"OCIAD2",-0.335753060557995,6.74473427606889,40.8608767794703,4.53928077900318e-05,0.010194925336403
"TRIR",0.646221335984968,5.89095138048679,40.4809717656792,4.73464599317458e-05,0.0105171049778817
"MGAT2",1.25688649092567,1.82661944015393,40.3751515053735,4.79081608949631e-05,0.0105171049778817
"ZFAND5",0.354466957326539,8.75949288622082,40.1126899694626,4.9335539826899e-05,0.0105171049778817
"CAPNS1",-0.28812349727429,8.90524622054512,40.0233068966599,4.98330362953134e-05,0.0105171049778817
"RELB",0.675410788620394,5.62748691383778,39.9839970992037,5.00536995897779e-05,0.0105171049778817
"PFAS",-0.370799139082779,6.5896503323849,39.8947109128616,5.05591921971584e-05,0.0105171049778817
"ATP5MC1",-0.441782656767509,6.77437595205664,39.823307589839,5.09677717548406e-05,0.0105171049778817
"BSG",-0.36261314773029,8.42005199976501,39.7566640640014,5.13526278721348e-05,0.0105171049778817
"PTPA",-0.292590745222388,7.37294604297466,39.5764137443447,5.24108167441196e-05,0.0105171049778817
"TUSC1",0.538684321086642,4.45466486891944,39.554361596962,5.2542032769256e-05,0.0105171049778817
"NFKBIZ",0.669565066147895,5.45027487642878,39.5284698636223,5.26965894813254e-05,0.0105171049778817
"CREBRF",0.830023318755503,5.24715161489357,39.4775123349427,5.30023394031615e-05,0.0105171049778817
"S100A11",-0.287362927702379,8.75478009297946,39.3218362975883,5.3949435321334e-05,0.0105684070718361
"RBM33",0.362099720258402,6.57899035960271,39.2658227409425,5.42950749849687e-05,0.0105684070718361
"ZNF580",0.59773955971718,4.15953118603061,38.9139923113045,5.65267281334357e-05,0.0106231124199866
"KDM7A-DT",0.934522895013447,2.72539473271604,38.8899707906221,5.66829973528405e-05,0.0106231124199866
"PRMT1",-0.293030525940751,7.7726060548345,38.8773999878691,5.67649780422977e-05,0.0106231124199866
"NORAD",0.315331238499428,9.22625104579934,38.834170999765,5.70479643994667e-05,0.0106231124199866
"NAV2",0.498144596758009,6.81248783659768,38.7829194868683,5.73856235109834e-05,0.0106231124199866
"KDM6B",0.930211225554545,6.22166919087638,38.7363079543107,5.76947587150659e-05,0.0106231124199866
"NRSN2",-0.312424637709636,6.37983318978661,38.6253015665764,5.84389030335239e-05,0.0106383919617947
"KDM3A",0.483099879326927,6.29800683335749,38.5692736157333,5.88187832313727e-05,0.0106383919617947
"SIRT1",0.541890236468445,6.54828679238591,38.4851911554538,5.9394350374633e-05,0.0106482608154101
"ITGA2",0.407116369490318,7.49092260163525,38.3970805454721,6.00046232170138e-05,0.0106641259939942
"AP2M1",-0.381949330505112,7.52243645023271,38.1906000723278,6.14639188126121e-05,0.0108293066611394
"SDHAF1",0.458838017385395,4.93503750734625,38.0205706141784,6.26970561664187e-05,0.0108869001776305
"TNFAIP3",0.870108767378744,6.37163571069712,37.9989197899335,6.28561611195028e-05,0.0108869001776305
"ZFC3H1",0.462508528317151,6.08121701670355,37.8903992745639,6.36608455447766e-05,0.0109086284965638
"SPAG5",-0.534456157230399,5.89679659198845,37.6139664460727,6.5766047429017e-05,0.0109086284965638
"OGFR",0.437360074604187,6.30826604908003,37.5111055447147,6.65702553114732e-05,0.0109086284965638
"FJX1",0.467729484477896,5.04508855898479,37.4705530978641,6.68904904412745e-05,0.0109086284965638
"FOXO3",0.653621330968813,5.62768632528078,37.469093228706,6.69020525506897e-05,0.0109086284965638
"BHLHE40",0.425754264664191,8.26843886977174,37.3411227694869,6.79247837220071e-05,0.0109086284965638
"KLF5",0.356765336401191,6.66610402607575,37.3258541397909,6.80480351404143e-05,0.0109086284965638
"CYCS",-0.306339517582498,8.79379436694255,37.2750604384057,6.84599520254799e-05,0.0109086284965638
"ZBTB10",0.571617010589389,5.54757995083158,36.9928152082456,7.08030845980761e-05,0.0109086284965638
"KDM5B",0.567641980143183,6.46793178876166,36.98150576556,7.0898924279497e-05,0.0109086284965638
"SCAND1",0.536646202730483,5.42092278706036,36.9317457628232,7.1322425248791e-05,0.0109086284965638
"IER5L",0.657566954928725,4.8688670485928,36.9236078637256,7.13919690245628e-05,0.0109086284965638
"CBX4",0.55871651415962,6.23621740012184,36.8458982035112,7.20600887572842e-05,0.0109086284965638
"NOLC1",-0.280621440060608,8.47095163241184,36.8423632634104,7.20906556188621e-05,0.0109086284965638
"NDUFA4",-0.371050531619879,7.61530712159842,36.7827943132003,7.26080566411338e-05,0.0109086284965638
"CAPN15",0.485218627661979,6.05328353385301,36.6732389396168,7.35710927019327e-05,0.0109086284965638
"MEG3",0.42061483865221,5.89411782793678,36.6639571202543,7.36533728497256e-05,0.0109086284965638
"CHCHD2",-0.315263429978824,8.53860046977791,36.655990691826,7.3724078956788e-05,0.0109086284965638
"CXCL8",1.03479905726737,6.47488818528945,36.5320820948961,7.48341908522434e-05,0.0109086284965638
"FOXA1",0.457578346419606,4.66452310829541,36.4587481197855,7.55004727055729e-05,0.0109086284965638
"NOL7",0.975667503101732,3.71114604091708,36.4408410814818,7.56642284888887e-05,0.0109086284965638
"TPI1",-0.330809023513429,8.77256655114699,36.4081612077648,7.59641582203457e-05,0.0109086284965638
"COMMD4",-0.324192127671363,6.30161030197839,36.3897435548067,7.61338089563953e-05,0.0109086284965638
"NME1",-0.348213309952171,6.62622739133691,36.3882695199071,7.61474060290794e-05,0.0109086284965638
"N4BP3",0.833769501706843,3.19988479313997,36.3344908593817,7.6645442940183e-05,0.0109086284965638
"ANKLE2",0.351403290936746,7.36696602659024,36.3115657674585,7.68589149381145e-05,0.0109086284965638
"ZC3H4",0.340502485540685,5.97867431309897,36.2426153550175,7.750519535761e-05,0.0109244909153023
"FOXC1",0.565402779456193,3.79251145566848,36.16871030435,7.82050365341535e-05,0.0109476338129112
"C15orf61",0.687837700106664,2.88182285973226,36.0329856064488,7.9509761704989e-05,0.0109600282885101
"LGALS1",-0.327363097440541,8.29211123710096,36.0107919752,7.97255407342576e-05,0.0109600282885101
"SAMD8",0.341849186173097,6.23199562610983,35.9475040461735,8.03446603559137e-05,0.0109600282885101
"GATA6",0.823739781770574,3.91390132946726,35.8909233842053,8.09029652684601e-05,0.0109600282885101
"COL4A6",-0.407394245484428,6.71435418188165,35.8731334544808,8.10794493569396e-05,0.0109600282885101
"RPL13",0.406981057099062,9.69569132134706,35.8208357561718,8.16008981842185e-05,0.0109600282885101
"CROCCP2",0.386188777538069,4.96949565004746,35.7606294498536,8.22061013750885e-05,0.0109600282885101
"SNRPD2",-0.354297823987783,7.7080843875065,35.6819952060978,8.30045262484024e-05,0.0109600282885101
"RASEF",0.471525497979613,6.91465224518647,35.6411636395705,8.34227175781545e-05,0.0109600282885101
"NUP153-AS1",0.897574187539158,2.38743815954285,35.5770548599357,8.40843293826971e-05,0.0109600282885101
"ZNF503",0.659549654779098,3.99075661949611,35.5338212270606,8.45339971679201e-05,0.0109600282885101
"VCPIP1",0.356184478463026,6.08666655166805,35.5151886267185,8.47286657003915e-05,0.0109600282885101
"DRC3",0.696774372002802,3.13945768064187,35.2695388965745,8.73451774006033e-05,0.0112225696553922
"IQGAP3",-0.474280534445691,5.53224096931869,35.2225460871606,8.78564998954275e-05,0.0112225696553922
"ATP5MF",-0.392149190577873,6.02747792462101,35.106207329579,8.91376118557023e-05,0.0112433394446372
"NR4A3",1.46601390621079,3.54362478797632,35.0944926493753,8.92678283244619e-05,0.0112433394446372
"PSMB5",-0.295942608058967,7.68539140836143,35.0584874261542,8.96694554005218e-05,0.0112433394446372
"ACTB",-0.311638339745429,11.3260129454362,35.0030502587018,9.02920094620538e-05,0.0112523663986918
"NOCT",0.891993328198619,5.23665630853879,34.8337972031612,9.22244504012839e-05,0.0113601460904901
"YPEL2",0.639843670208652,4.1526977941165,34.8099456901146,9.25006733873012e-05,0.0113601460904901
"PCSK1N",1.56344474345162,1.90460519374963,34.7821017564601,9.28243662350448e-05,0.0113601460904901
"GDF15",0.486195654545936,7.42965995735913,34.6154828297991,9.47894755265835e-05,0.0115315910762638
"CDK17",0.39240229621758,5.86564296381759,34.5027990754513,9.6146269475328e-05,0.0115374987581853
"SOX4",0.298853868893828,6.18983443313586,34.3975420977258,9.7434349540957e-05,0.0115374987581853
"ANKRD33B",0.843500754297565,2.09517873368779,34.3926324587796,9.74949256933128e-05,0.0115374987581853
"ADAMTS16",0.74389614929042,2.57785695714564,34.3818908222576,9.76276130368715e-05,0.0115374987581853
"KDM5A",0.302470543766401,6.80556443467831,34.3792232765164,9.76605971800597e-05,0.0115374987581853
"CDKN1B",0.387688917057061,6.04096219203709,34.1927862410624,9.99987558719312e-05,0.011628713048213
"ZSWIM4",0.722746959680322,5.3044118373996,34.1642839489044,0.000100361994299058,0.011628713048213
"TVP23B",0.286678138299147,6.89722688143969,34.1510519653127,0.000100531153290652,0.011628713048213
"PHLDA2",0.578105141174307,5.32261554824273,34.1155541744457,0.000100986622389288,0.011628713048213
"KIF20A",-0.634365345797085,4.19774332808477,34.0539839234147,0.000101782403218426,0.011628713048213
"DLL1",1.80094809039609,1.08005932059737,34.0490461223974,0.00010184654250074,0.011628713048213
"ZNF184",0.551976469539171,3.33244472565492,34.0032223295267,0.000102444044901614,0.0116319521649955
"CCNL1",0.691447118519712,7.20450517192331,33.887894441653,0.000103966187978104,0.0116566288951324
"RNF111",0.345818779453168,6.24952036408856,33.8598328196334,0.00010434057673964,0.0116566288951324
"IFIT2",1.88952956001176,7.18152252333225,33.857453122424,0.000104372398855525,0.0116566288951324
"HNRNPDL",0.277185314093468,8.21286762662853,33.7350535510516,0.00010602469371466,0.011753632614423
"SETD2",0.38385095824383,6.45321577325255,33.6415275843645,0.000107308010331747,0.011753632614423
"UBALD1",0.537564062159929,4.7720994202883,33.6341058146636,0.000107410629584955,0.011753632614423
"GANAB",-0.315203382204769,8.70406367084311,33.624666632103,0.000107541310250372,0.011753632614423
"HIC1",1.59806710351813,1.46231173076111,33.5345716880848,0.000108798101139532,0.0118277425057965
"ALG2",0.364405605092956,6.44494110258353,33.4286960591512,0.000110297207917345,0.0119018838540278
"CHD7",0.6295792251508,5.6159095157345,33.4043907688417,0.00011064477601846,0.0119018838540278
"POU2F2",1.42837975059096,2.55244929299336,33.3613178896967,0.000111263897241549,0.0119058195383392
"CD63",-0.269509719804553,9.05030652074685,33.110969315305,0.000114944231813476,0.0121581659179005
"LAS1L",-0.289869089997754,6.5164348069832,33.0848180186461,0.000115336889795423,0.0121581659179005
"MSX1",1.01940516799855,3.19577456731377,33.0282416484145,0.000116191796407985,0.0121581659179005
"KMT2C",0.440265376525246,6.77064064413999,32.9834239264728,0.000116874324592101,0.0121581659179005
"ATP5PD",-0.287109223685793,7.0340770371537,32.9563022957125,0.000117289653411183,0.0121581659179005
"UTY",0.420074333300092,5.05922586866659,32.9310249866224,0.000117678305376078,0.0121581659179005
"G6PD",-0.35936260339209,9.11223708934118,32.9240172096842,0.000117786322132513,0.0121581659179005
"WAC",0.358879769296294,7.51159758946767,32.8139690752938,0.000119498003017349,0.0122232310242509
"BRAF",0.383354392962705,5.16169830416897,32.7961549723851,0.000119777830136505,0.0122232310242509
"GNA13",0.434495654896373,7.84052420018234,32.7680797574462,0.000120220409311824,0.0122232310242509
"COX8A",-0.319225884289779,6.17377845896878,32.7309354701131,0.000120808918039861,0.0122232310242509
"IFIT3",1.67262713186399,6.69999477218346,32.6487632883877,0.00012212294473692,0.0122953140124787
"ACTN4",-0.298012432852326,9.98607535333843,32.5305127298882,0.000124043578187773,0.0123780797488308
"ZNF316",0.616298838691819,4.89114400625922,32.523640059194,0.000124156294574337,0.0123780797488308
"KPNA2",-0.306672254599273,8.03113685162593,32.4377206713696,0.000125575663840046,0.0124588127066159
"NFKB2",0.364975243349765,7.85565976833938,32.3628711230418,0.000126827764347391,0.0125222504721351
"TUT7",0.381601384526863,6.02838841905001,32.3213173918724,0.000127529232815415,0.0125309733667377
"PLK1",-0.621594799390212,5.48001288963201,32.276872906185,0.000128284564930564,0.0125448800863678
"CD151",-0.281587498816257,8.43612107121211,32.141103928382,0.000130624811048406,0.0125971873933971
"GJC1",0.366364078906204,6.19697578595687,32.1011283134621,0.000131323430351542,0.0125971873933971
"EPB41L4A-AS1",0.382760881298564,4.99445857301917,32.0918200530707,0.000131486734064256,0.0125971873933971
"THUMPD3-AS1",0.575657975182072,4.35584719118409,32.0710245763397,0.000131852434119396,0.0125971873933971
"PRKCH",0.473784079862352,4.49346893820754,32.0192912665425,0.000132767404178433,0.0125971873933971
"MCL1",0.417654551109914,8.61763293135524,32.0080428471074,0.000132967335806382,0.0125971873933971
"PSMC3",-0.288965616731319,7.64579363945228,31.9863705080172,0.000133353545241337,0.0125971873933971
"TBX2",0.861207880922406,3.54468849113373,31.9641804614812,0.000133750350541499,0.0125971873933971
"DYRK1B",0.453667303185788,5.40921914515326,31.9163888719007,0.000134609700260001,0.0126017518130681
"ROMO1",-0.401398546095421,5.83269263220593,31.8930357745388,0.000135031981948425,0.0126017518130681
"BBC3",0.915658987094565,5.71056866833664,31.848130652564,0.000135848371726128,0.0126203137333573
"TUBG1",-0.341990741758034,6.43301809729198,31.7192306429237,0.000138224321636778,0.0127829352290157
"MMP3",2.26662444041097,-0.241871291372686,31.5956392227872,0.000140548526058007,0.0129393278178989
"ZFP36",0.757356657127545,5.69192526035842,31.4902648747799,0.000142566581782587,0.0130275840292651
"ZNF461",0.437783695846543,4.32623743955515,31.4699328612911,0.00014295988496426,0.0130275840292651
"RAB5IF",0.971813604741813,4.53677895733931,31.4462595250749,0.000143419434709103,0.0130275840292651
"ZFP37",0.759220896724962,3.40378213703191,31.3881256335657,0.000144555341884621,0.013031791443198
"LRRFIP2",0.341546985130351,6.75562166025063,31.3786748854007,0.000144741004873566,0.013031791443198
"ZNF579",0.749901435753304,4.40723134647926,31.3437000219871,0.000145430545544356,0.0130364451308577
"TBK1",0.30589254130973,6.56618928208586,31.2597300215867,0.000147101903316962,0.0130929758224087
"TPX2",-0.338089232090438,6.82027983070641,31.162213213435,0.000149071384595933,0.0130929758224087
"HES4",0.934956725324274,2.61792581890735,31.137717688004,0.000149570976032435,0.0130929758224087
"BICRA",0.744598819480675,4.29536941504246,31.1264456349227,0.000149801534561944,0.0130929758224087
"KIFC1",-0.55851281258754,3.56869446491818,31.1142110723874,0.000150052254319183,0.0130929758224087
"ZC3H11A",0.331857870721009,7.83946446140138,31.1065757764448,0.00015020897304536,0.0130929758224087
"VGF",0.837289344989467,2.85752398883276,31.0702937224804,0.000150956323296542,0.0130929758224087
"MAP3K21",0.609705945861489,6.60429190353938,31.059179287713,0.000151186138276174,0.0130929758224087
"TCP11L2",0.530972319880072,4.4718502109849,30.9731735429175,0.00015297849891852,0.0131756145867682
"USP42",0.591732604672884,5.23250852112883,30.9291185871623,0.000153906296725045,0.0131756145867682
"NCAPD2",-0.389394783857373,6.79764801183924,30.9145779892353,0.000154213976030597,0.0131756145867682
"AP1S1",-0.368581651675482,6.4574415951742,30.8907837036231,0.000154719028320989,0.0131756145867682
"ZNF267",0.453135849048156,5.53394389115361,30.8297693734585,0.000156023037066717,0.013187431039234
"MAFK",0.533664561536803,5.88635466963928,30.8239414580321,0.000156148268494698,0.013187431039234
"SIX1",0.481588971659859,3.88035044670074,30.7687808314814,0.000157339455578738,0.0132333489428735
"CACNG8",0.61143889841556,3.54602582658572,30.6440606963077,0.000160072471123731,0.0133740523680324
"ELOVL1",-0.299058152096959,7.30778625675932,30.6328388576824,0.000160321109216554,0.0133740523680324
"AFF4",0.502530042461963,8.14934748301197,30.5923602718228,0.000161221767314715,0.0133945141478786
"PRPS1",-0.309778954393771,6.59762071050003,30.4403841760158,0.000164656910648163,0.0136245260721747
"HHEX",0.426743362108417,5.0750591665219,30.2406139349789,0.000169304442783427,0.0139525975871278
"ARID4B",0.881070708668929,7.26095763377113,30.1461589761728,0.00017155560860324,0.0140813394724218
"BRD4",0.504774462376109,6.25442613709838,30.0420072395723,0.000174078889684414,0.0142312973894802
"RMND5A",0.558119296752751,6.59774068651136,29.9849261821153,0.000175480335055932,0.0142674844939282
"S100A6",-0.246695227157029,10.5025779804528,29.9672218724416,0.00017591770684362,0.0142674844939282
"KIF18B",-0.510271095574636,4.87732065698223,29.8276388104666,0.000179411360311791,0.0144024790165572
"RLF",0.543850860396909,5.1891991298202,29.813056391977,0.000179781042387388,0.0144024790165572
"TPBG",0.307429915493249,6.59825991984367,29.8105202631731,0.000179845427933758,0.0144024790165572
"FGD6",0.342960855380013,7.43853664863349,29.7886827206116,0.000180400950593925,0.0144024790165572
"TIPARP",0.45404660905677,7.3917605995614,29.6120741926249,0.000184968758369253,0.0147029721363616
"SOX17",0.744713733593781,2.43153694470622,29.5866384036159,0.000185637799341727,0.0147029721363616
"SFMBT1",0.56474820951434,4.6936870534042,29.549224732385,0.000186627085512658,0.0147029721363616
"TBC1D12",0.377468293200363,4.54018257210621,29.524082104198,0.000187295393525934,0.0147029721363616
"PRDX5",-0.271591087808345,8.01278206771705,29.5065977210993,0.000187761802896094,0.0147029721363616
"EN2",1.01005263894319,2.68534573095648,29.4749167161049,0.00018861040954495,0.0147130517186247
"NFATC2",0.815386607221805,2.53989132693237,29.4390899725058,0.000189575515005536,0.0147321078923313
"VAMP1",0.644979622562162,3.24380704626613,29.3716903833076,0.000191406951984779,0.014779859993131
"PROCR",-0.408825987410259,5.68795911686848,29.3418474622426,0.000192224523119343,0.014779859993131
"LMAN2",-0.280374756219739,7.63233543811087,29.2408070989905,0.00019502332355407,0.014779859993131
"ZC3H12C",0.425312262027409,5.44359172611759,29.2383312878694,0.000195092503540616,0.014779859993131
"HIPK3",0.370034730547344,6.80973306251789,29.1988482263359,0.000196199670624873,0.014779859993131
"HDAC9",0.432789707226367,4.18185740984959,29.1952448996064,0.000196301081780191,0.014779859993131
"MIDN",0.359727630368572,6.19637061891443,29.1624364893514,0.000197227280944718,0.014779859993131
"RANBP2",0.266055376764433,7.69339600306107,29.1595969442067,0.000197307684710055,0.014779859993131
"SRXN1",0.946686726998865,3.46007679913106,29.1595416215859,0.000197309251593461,0.014779859993131
"SAFB2",0.329926570464086,5.45565048332974,29.1152421529932,0.000198568650459354,0.014779859993131
"MED13",0.345429156487152,7.7242421403431,29.108406792645,0.000198763816832059,0.014779859993131
"GSTP1",-0.317923651994157,8.47178208181744,29.0926895025719,0.00019921344228701,0.014779859993131
"EMILIN2",0.538160663911842,3.26843505365981,29.0795228444095,0.00019959102446933,0.014779859993131
"TLK2",0.266087860384876,6.43371713602668,29.0324937249624,0.000200946588731917,0.0147807150436438
