"","logFC","PValue","FDR"
"ZNF654",0.49885331521526,0.000525752051634266,0.0186875137935672
"GCC1",0.32559150263882,0.000531276153701191,0.0188219571965073
"NFAT5",0.409592450344184,0.000531376323631702,0.0188219571965073
"OASL",1.54364207925313,0.000533672397426687,0.018870582108316
"TPGS1",1.54384106319491,0.000538445446394487,0.018927984869426
"SPATA2L",0.562872157427482,0.000539362471819814,0.018927984869426
"PCGF6",0.371763457722857,0.000540115054365476,0.018927984869426
"SPHK1",0.768777926982064,0.000540762241224038,0.018927984869426
"SCIN",0.670361950114507,0.000540852488685036,0.018927984869426
"UBAP1",0.328644801917523,0.000541988809732013,0.0189353287065007
"REXO1",0.530038881490995,0.00054809840877654,0.0190520723607142
"RYBP",0.579464419673175,0.000550961186201056,0.0190520723607142
"TAF7",0.482110605295219,0.000552204942791682,0.0190520723607142
"DNAJB4",0.613347838448636,0.000553419046503804,0.0190520723607142
"SAFB",0.278461911827134,0.000553761345912563,0.0190520723607142
"ZNF292",0.386744435125679,0.000554403718326832,0.0190520723607142
"RPP25",0.276440466408722,0.000554426652353945,0.0190520723607142
"TJP3",0.659826720998921,0.000555080238292726,0.0190520723607142
"L3MBTL3",0.642852117777443,0.000555362527669335,0.0190520723607142
"FGD4",0.516195310785212,0.000556490182956066,0.0190520723607142
"AMBRA1",0.363722855614215,0.000557793988034271,0.0190520723607142
"PAXIP1-DT",0.685499251688903,0.000557823066849172,0.0190520723607142
"CLK1",0.651797875079287,0.000558915274296814,0.0190520723607142
"NCOA3",0.267613475151922,0.000559962101754372,0.0190520723607142
"ZNF230",0.554172678422438,0.000563221325800617,0.0190837668031786
"HIVEP2",0.668656727456026,0.000564912365002595,0.0190837668031786
"RC3H2",0.250312618640065,0.000568051153647076,0.019126572451794
"ZNF274",0.447983460731841,0.000569226359639557,0.0191346189774889
"TBX3",0.80192861431534,0.000571723029706117,0.0191411002770638
"ABCG1",0.788349326400967,0.000574176683927516,0.0191411002770638
"DLL4",1.0257432411859,0.000575049134550327,0.0191411002770638
"SLC35G2",0.319147915972835,0.000576915258998757,0.0191411002770638
"IRX5",1.0659889438673,0.000577583602132087,0.0191411002770638
"LDLRAD4",1.09357684153159,0.00057856221816631,0.0191411002770638
"FRS2",0.634208238447302,0.000580219397742777,0.0191575509710289
"CGAS",0.57977061328631,0.000584673234193901,0.0192734702587983
"BANP",0.703331678589289,0.000588803058361334,0.0193161427075264
"KMT5B",0.276845642239793,0.000590872052096827,0.0193529535268509
"SEC24B",0.290665550308144,0.000592904631991545,0.019357483815724
"ADNP2",0.304729253738853,0.000596007783079397,0.0193659889834288
"ATN1",0.350065577918728,0.000597997781287497,0.0193977642046503
"FBXL15",0.675066926625681,0.000600615680743816,0.0193977642046503
"VPS37B",0.656972007675354,0.000600782108892437,0.0193977642046503
"GZF1",0.394303361273333,0.000604504889747701,0.01942841043897
"TERF2IP",0.325620976178026,0.000604583082453513,0.01942841043897
"KBTBD2",0.242383078262159,0.000611080921001704,0.0195003442688332
"CSNK1A1",0.258421019296722,0.000612947318181961,0.0195003442688332
"MRNIP",0.348840741322566,0.000613308343124794,0.0195003442688332
"CTDP1",0.386347353816092,0.000613860815738894,0.0195003442688332
"TMEM243",0.311775253673094,0.000614656838507663,0.0195003442688332
"NEURL3",1.05330010974259,0.00061518781911907,0.0195003442688332
"ARL8B",0.222686397092497,0.000620327688607877,0.0195652118823577
"FERMT2",0.367784665315927,0.000622546045655667,0.0196049246242073
"GADD45A",0.671688264221227,0.000626942757171235,0.019682728219763
"ZC3H3",0.332962270424488,0.000629218236133568,0.0197011517566476
"RBM15",0.502807920323852,0.000632069904250751,0.0197011517566476
"HYCC2",0.523655250253701,0.000632089582478475,0.0197011517566476
"ZNF623",0.291183653839171,0.000632869361925008,0.0197011517566476
"LRRC37B",0.477986931405866,0.000633313274494445,0.0197011517566476
"KANSL1",0.455653290952534,0.000637457586626325,0.0197999364064876
"WEE1",0.513840767343655,0.000639985165448029,0.0198158575135778
"RHEBL1",0.713399583926913,0.000640878844137142,0.0198158575135778
"CASZ1",0.533673082375463,0.000645921040296554,0.0198845898001708
"USP47",0.332968096959593,0.000646282320184987,0.0198845898001708
"RNF149",0.273128383318172,0.000646993454208513,0.0198845898001708
"RNF169",0.464491865152982,0.000650567425376837,0.0199344783206174
"ABCA1",0.513273423329464,0.000651964399684427,0.019940337189208
"MIDEAS",0.3939302482895,0.000653528587505479,0.019940337189208
"PMAIP1",0.758231104560053,0.000653685581601396,0.019940337189208
"KLF6",0.666701654499035,0.000656911928441652,0.0199630744527905
"RRAGC",0.284415475109981,0.00065914658656122,0.0199805645810392
"RICTOR",0.362407400771481,0.000661253039335019,0.0199805645810392
"SLK",0.223289470524224,0.000664936483349585,0.0199805645810392
"KLHL35",0.82201749423995,0.000666444741882155,0.0199805645810392
"DAPK3",0.594533925982705,0.000667166243029318,0.0199805645810392
"METRNL",0.538506059210002,0.000668259705929597,0.0199805645810392
"MC5R",1.07128825541888,0.000668496738769195,0.0199805645810392
"TRIML2",0.368344520491634,0.000679602167539549,0.0201867636574516
"BEST2",2.80696491837652,0.000681156971028779,0.0201867636574516
"HOTAIRM1",0.544987323021219,0.000681518099796535,0.0201867636574516
"BMAL1",0.36408166435442,0.000684212539494235,0.0202372444025806
"MITD1",0.388674335179292,0.000688240563585438,0.0203009142211551
"WASL",0.252776431301314,0.000689345066517351,0.0203009142211551
"REV3L",0.379115707213391,0.000697499994262913,0.0204722346322738
"BACH1",0.362769805544094,0.000699169183546684,0.0204722346322738
"GOLGA3",0.251148989428524,0.000705083449066953,0.0205864221886148
"XBP1",0.564835168134327,0.000708660137671261,0.0206319029825146
"SOWAHC",0.551769525767709,0.000714529823888754,0.0206872426032478
"SMG1P2",0.745945443297888,0.000714984267598645,0.0206872426032478
"WNT3",0.374299561883107,0.000715621906277337,0.0206872426032478
"CRTC3",0.3181147966842,0.000718265971179989,0.0207200080352943
"RBM12B",0.286488083045839,0.000724157112136197,0.0208455254335769
"RESF1",0.488025823344988,0.000731472703251807,0.0209474328891605
"CACNA1H",0.424804880879703,0.000732603324113037,0.0209474328891605
"DGKE",0.52486979515483,0.000732821925616487,0.0209474328891605
"BEGAIN",0.601727773842103,0.000737855393849675,0.0209679421787215
"VHL",0.242343161822344,0.00073953731802093,0.0209679421787215
"EXOC8",0.329817217389247,0.000742560768044487,0.0209679421787215
"ABTB2",0.552655680849976,0.000744373423145422,0.0209679421787215
"ABL2",0.78794706597787,0.000744708510106899,0.0209679421787215
"PRDM11",0.438836441405562,0.000746118196703179,0.0209679421787215
"CACTIN",0.403514381319786,0.000746313359545215,0.0209679421787215
"GPATCH8",0.331916054230786,0.000746514598448382,0.0209679421787215
"ARHGAP42",0.366244495532,0.000747212830215286,0.0209679421787215
"SLC12A7",0.343097577728468,0.000748740530062363,0.0209679421787215
"SLC7A5P1",1.57558160403574,0.0007511745807937,0.0209679421787215
"ZNF562",0.367358997155958,0.00075209797388558,0.0209679421787215
"TRAF3",0.288504743930772,0.000752779683182549,0.0209679421787215
"ZNF711",0.736772085073232,0.000752879321802668,0.0209679421787215
"RNF113A",0.374452089763473,0.000754006068450548,0.0209679421787215
"OSBPL2",0.259643960087988,0.000755083934021874,0.0209679421787215
"ID1",0.415371147091794,0.000756986566946472,0.0209922543490529
"IP6K1",0.356523428178506,0.000758738223232973,0.0210123195209153
"SETD5",0.380036766411232,0.000760680170355773,0.0210375931281885
"ANKRD37",1.11918976145564,0.000773645574726599,0.0213096607227254
"DEF6",2.03901475724302,0.000779695826744622,0.0214474068734947
"GAREM1",0.478481125323196,0.000782593094855105,0.0214967359171782
"ZCCHC14",0.450923788163235,0.000785260480590071,0.0214967359171782
"KLHL28",0.437951142749174,0.000785937481985226,0.0214967359171782
"CIC",0.223900682177191,0.000790252209214098,0.0214967359171782
"SOX9",0.584123643467539,0.000791334572350591,0.0214967359171782
"ANKRD49P1",2.46087563609478,0.00079149925513676,0.0214967359171782
"DCUN1D2",0.427994336670294,0.00079271481529947,0.0214967359171782
"GOLGA4",0.240763257018806,0.000792763228807018,0.0214967359171782
"PRDM2",0.438007681555132,0.000794114645746389,0.0214967359171782
"KHDC4",0.401157489984219,0.000794504475880825,0.0214967359171782
"C3orf38",0.326458438632831,0.000796899015550084,0.0214967359171782
"ESR1",1.13022594234994,0.000797971376240656,0.0214967359171782
"AKAP13",0.236652935101281,0.000798195893095561,0.0214967359171782
"DAAM1",0.612965302552058,0.000798272076249679,0.0214967359171782
"PELI1",0.788717896945474,0.000799611909901727,0.021503247650752
"SRSF11",0.247823108483918,0.000806194111357364,0.0216035028488837
"C18orf32",1.17334947853052,0.000807502252320072,0.0216035028488837
"HBEGF",0.819679018222037,0.000808249240580787,0.0216035028488837
"ZFP36L1",0.29829212657109,0.00080862509440239,0.0216035028488837
"GATAD2B",0.535007388243488,0.000812021345023731,0.0216269557614614
"ZIC2",0.483174196249407,0.000816082324692113,0.0216893245150291
"IRAK2",0.358959947974898,0.000821761766423082,0.0217836147628469
"HAPLN2",2.03489777910593,0.00082502538889898,0.0217865109405001
"ZNF358",0.477111189815701,0.000825226885233166,0.0217865109405001
"ZBTB7A",0.363407939931769,0.000827642233565126,0.0217865109405001
"ANKRD12",0.355194560068067,0.000828177101129502,0.0217865109405001
"DMRTA1",0.691017152412894,0.000829332885395297,0.0217865109405001
"ARID2",0.274419835902227,0.000831024014563496,0.0217909665723855
"FNIP1",0.472617525370164,0.000832701090763922,0.0217909665723855
"LINC00511",0.299080478429437,0.000834368698870223,0.0218066847410609
"NR0B1",0.340006094654916,0.000838611092517632,0.021836854165399
"AHCTF1",0.25372537307604,0.000840000843001303,0.021836854165399
"DOT1L",0.721826552825394,0.000840718466937986,0.021836854165399
"ZNF550",0.462432559876201,0.000841008359567041,0.021836854165399
"MBTD1",0.458293476932872,0.00084244758699204,0.021836854165399
"GNPDA1",0.275885688032702,0.000843002149745564,0.021836854165399
"HES7",1.13433546113715,0.000846389774252485,0.0218546000060387
"SLTM",0.224767177269591,0.000846895156315816,0.0218546000060387
"TMEM151A",0.653404051566054,0.000850732937169909,0.0218582057792036
"ZCCHC8",0.411107028721951,0.00085356912835291,0.0218582057792036
"IFI44",1.75923461377872,0.000853849704401022,0.0218582057792036
"ZBTB43",0.847715935024838,0.000854181872215411,0.0218582057792036
"SMARCA4",0.519270546179069,0.000857131170428469,0.0218582057792036
"DOCK4",0.321688055607884,0.000857895139298358,0.0218582057792036
"EFNB2",0.622997003398672,0.000860858866704005,0.0218833750220105
"TDRP",0.295576926761232,0.000866233751864714,0.0219381479809306
"MIR22HG",0.446442029874123,0.00086772050099756,0.0219465056349325
"ARHGAP32",0.403596127509183,0.000871750606685384,0.0219465056349325
"ZNF131",0.332649842522475,0.000871891431476282,0.0219465056349325
"GAB2",0.403013333548084,0.00087193280044844,0.0219465056349325
"ATXN7",0.354783174960834,0.000877489749316522,0.0220463178922035
"BLOC1S4",0.391384703916222,0.000879047335609971,0.0220463178922035
"YTHDC1",0.548655706782837,0.000879134410516973,0.0220463178922035
"EID3",0.459944329426393,0.000880690288399309,0.0220517777982317
"CBFA2T3",1.63961311121594,0.000881510052899272,0.0220517777982317
"ABHD16B",0.720525928604181,0.000899691740389547,0.0223465425668522
"SUCO",0.290932184091532,0.000903698138676745,0.0223505786703787
"ASB2",1.34997255802315,0.0009049351191032,0.0223505786703787
"ZNF121",0.478345762783777,0.000905483860410685,0.0223505786703787
"CAMSAP2",0.246623661570461,0.000908557660370829,0.022372411400794
"TAOK3",0.269418428562154,0.000911625670738103,0.022393996945367
"LONRF1",0.310514631343642,0.000919802404178137,0.0225136784869375
"TMEM102",0.371566123343852,0.000921145404461728,0.0225195810722354
"ANKRD1",0.442406822908455,0.000923392959112584,0.0225475571067419
"ARL14",0.647575536640707,0.000927162787048811,0.022591003574733
"BCAR1",0.333753380907338,0.000928351874882013,0.022591003574733
"NFKBIL1",0.608587887013298,0.000928488257303833,0.022591003574733
"NRARP",0.980145975286114,0.000932027114104628,0.0226037608772645
"PITX1",0.472454988600172,0.000934161378724295,0.0226037608772645
"PIEZO1",0.246654946434326,0.000934419538480058,0.0226037608772645
"LHFPL2",0.20559033189883,0.000935600945033852,0.0226037608772645
"GATA3",0.49423437601335,0.000936108755441861,0.0226037608772645
"ZCCHC2",0.438390079940725,0.000938117635869089,0.0226037608772645
"KLF10",0.422816272270167,0.000938243423526095,0.0226037608772645
"SKI",0.320985274452248,0.000943472953230565,0.0226037608772645
"SH3GLB1",0.214355805166961,0.00094442276956497,0.0226037608772645
"EID2",0.267078865919986,0.000944496124336232,0.0226037608772645
"PPP6C",0.222644971637497,0.00094846557173668,0.0226551401975794
"EP300",0.301661212742477,0.00094885996717526,0.0226551401975794
"INPP1",0.357438851450288,0.000957219357323036,0.0227220083913684
"ATAD2B",0.297461979979904,0.000960885021205618,0.0227825615584692
"CCT6P1",0.693025082988207,0.000965833283438214,0.0228468757487387
"TRIO",0.318028803984985,0.000973101738465672,0.0229922003823831
"ZNF384",0.39216982951082,0.000983203021854294,0.0230973601846644
"FAM83G",0.602242885602392,0.000989190656006838,0.0231425323472752
"CHPF2",0.291812897210732,0.000991848369567457,0.0231425323472752
"IPMK",0.3431900510838,0.000992254771241969,0.0231425323472752
"UBTD2",0.284617831751136,0.000992702480699804,0.0231425323472752
"IRF2BPL",0.310741144068819,0.001002529405822,0.0232957542281794
"GEM",0.977549034903246,0.00100707567249157,0.0232957542281794
"TAB3",0.244572412667228,0.00100824068236059,0.0232957542281794
"CHERP",0.337321301337392,0.0010083770357832,0.0232957542281794
"ITSN2",0.291931261996137,0.00100950021110016,0.0232957542281794
"SLMAP",0.300921684284953,0.00101216507264034,0.0232957542281794
"TSC22D2",0.580699128787808,0.00101390980274092,0.0233096609093577
"RSRC2",0.651293642451811,0.00101990345300916,0.0234211087332598
"HPS5",0.301815868570527,0.00102257257954618,0.0234247767916494
"LPIN2",0.399962579014478,0.0010225831798771,0.0234247767916494
"FOXO1",0.476322174365934,0.00102464773714329,0.0234247767916494
"KLHL15",0.509614046832704,0.00103663096980986,0.0236194690757791
"CHST11",0.265037772232229,0.00103841669375826,0.0236338088942443
"FNDC3A",0.301750115001918,0.00104620389452524,0.0237581279958965
"SPIRE1",0.29641403689737,0.001049316687616,0.0238006073936274
"MAFA",2.1037978652376,0.00105079158150254,0.0238006073936274
"DACT1",1.14888542724247,0.00105456578129317,0.0238006073936274
"E2F6",0.308065565096101,0.00105622576589512,0.0238006073936274
"INSM2",1.52771461647191,0.00105672180801003,0.0238006073936274
"HELZ2",1.18300087955583,0.00105706224904422,0.0238006073936274
"PITPNM2",0.315287708549493,0.00105817948502232,0.0238006073936274
"C17orf67",0.854035247764891,0.00105885168763209,0.0238006073936274
"DCAF4L1",1.68288129715428,0.00105956328531439,0.0238006073936274
"SPAG9",0.288878183634345,0.00106049047974463,0.0238006073936274
"HLX",0.792871470104136,0.00106225441084353,0.0238006073936274
"HS3ST3B1",1.12606692441373,0.00106330915247656,0.0238006073936274
"SPRED2",0.391006698827881,0.00107040887730713,0.0238832059327545
"MXD1",0.838084414320588,0.00107781978177154,0.0239433277809659
"NFKBIB",0.379329907781479,0.00107904423435233,0.0239433277809659
"TOB1",0.301828076675617,0.00108130401907386,0.0239433277809659
"CPEB4",0.467002059723532,0.00108605868204519,0.0239966133444752
"SUPV3L1",0.323609292086428,0.0010925518177154,0.0240721407690749
"VCX3B",1.86753934373609,0.00109301040384096,0.0240721407690749
"MIER3",0.36814196282491,0.0010964813497629,0.0241225896947839
"ZMYM2",0.303219850404094,0.00109989479316021,0.0241451679385182
"CCDC174",0.41767476637264,0.00110391643729085,0.02418204088462
"SECISBP2L",0.239370490660063,0.00110540248846354,0.0241886681576207
"DDX60",1.16716052876277,0.00110678934200277,0.0241931129110722
"FAM13B",0.317622359599387,0.0011083562241426,0.0241999802054618
"KIAA1217",0.273436218735623,0.00112145285313561,0.0244092155616461
"SH2B3",0.378989199735934,0.00112912670614568,0.0245500974683035
"FIP1L1",0.292165982554033,0.00113562321083592,0.0246651085898667
"TBC1D15",0.319499258315287,0.00114145197627846,0.0247391256534243
"WTAP",0.28572298580461,0.00114345295755949,0.0247562410451279
"ARL5B",0.261538222764255,0.00114816583595159,0.0248203556703302
"ATF7IP",0.318898910216305,0.00115039792116976,0.0248203556703302
"DNAJB6",0.594220922561531,0.00115125336805955,0.0248203556703302
"ZNF805",0.56907061122151,0.00115229768612584,0.0248203556703302
"ZNF282",0.406519808393122,0.00115248642387432,0.0248203556703302
"REX1BD",0.43018634935173,0.00115513616002918,0.0248257279239871
"KSR1",0.309721529857036,0.00115756152292605,0.0248257279239871
"HOXC13",0.572972130670905,0.00115759461354143,0.0248257279239871
"BMPR1A",0.27373683604573,0.00116395187506864,0.0249097889242438
"PIM3",0.373829539905673,0.00116654268210019,0.0249233398227549
"DENND5A",0.313729123571203,0.00116742445942647,0.0249233398227549
"DESI2",0.23253284412808,0.00116824344604165,0.0249233398227549
"PHF21B",0.936365983672252,0.00118233157747175,0.0251057426454796
"SWAP70",0.246830577976105,0.0011829352269105,0.0251057426454796
"TEX10",0.29815574725801,0.00118700994485932,0.0251346678765506
"H2AC25",0.882065944673049,0.00119064781911354,0.0251649018893924
"TENT5A",0.807206268279678,0.00119709995574545,0.0252402444536979
"ZNF207",0.21636751281729,0.00119899875420795,0.0252402444536979
"N4BP2L2",0.252383714076657,0.00119915243000982,0.0252402444536979
"KLHL29",0.473972869390737,0.00120359861392616,0.0252451009474597
"CREB5",0.983434185488185,0.00120424680016073,0.0252451009474597
"CRY1",0.574500485505231,0.00120431727708902,0.0252451009474597
"LRFN4",0.349828343534235,0.00120432397611181,0.0252451009474597
"FBXO7",0.227786336226612,0.00121165979267671,0.0253468811082155
"ING1",0.815897367995382,0.00121628309700595,0.0254175807122777
"TRPM7",0.211121779444139,0.00122272348532028,0.0255260700643267
"ZNF669",0.685045815516083,0.00122465310333319,0.025540265434616
"CP",0.812965289968119,0.00122801586422255,0.0255593950628023
"FBXL19",0.331082490316682,0.00123070759742273,0.0255593950628023
"EME2",0.352887929354979,0.00123315407337615,0.0255593950628023
"NOA1",0.310455984606801,0.00123337089147612,0.0255593950628023
"SMIM13",0.287480574343083,0.00123582674296023,0.0255593950628023
"UBR2",0.352973182870278,0.00123586402269944,0.0255593950628023
"ELF1",0.302465123414766,0.00123660308001972,0.0255593950628023
"BRD1",0.492061153506862,0.00123784251449446,0.0255593950628023
"ZNHIT2",0.536763588896231,0.00123932232759505,0.0255593950628023
"ARRDC2",0.371160182818462,0.00123932676911817,0.0255593950628023
"OSER1",0.485756778614497,0.00124085849007867,0.0255651873187782
"FBRS",0.368760208472692,0.00124487221167954,0.0255962759178133
"MYCT1",1.29175728943242,0.0012518585758121,0.025644677952973
"MIB2",0.351174280246511,0.00126022400777918,0.0257468181637342
"ZNF587B",0.272789985941895,0.00126225691809102,0.0257468181637342
"C11orf96",1.93887913626877,0.00126227183677765,0.0257468181637342
"MARCHF5",0.27039346414518,0.00126430543926523,0.0257625868072809
"RBM27",0.318954361873775,0.00127006860232637,0.0258542451138908
"SBNO2",0.345590168054123,0.00127145259780097,0.0258566648695086
"STX3",0.507563667867598,0.00127603100594801,0.02592397783257
"PGBD5",0.80228558051784,0.00127803158947858,0.0259358393993615
"TENT5C",1.52159529389887,0.00127978640582524,0.0259358393993615
"PRPF3",0.279345135942252,0.00128042185898599,0.0259358393993615
"YY1",0.197683328947185,0.00128260396979952,0.0259543167670917
"GLIS3",0.274816028050863,0.00128862468445271,0.0260327012009883
"STRN3",0.246867942098498,0.00128902503255701,0.0260327012009883
"SNRK",0.379573819572259,0.00129395583576513,0.0260807390250175
"ZNF830",0.33799183231943,0.00130174634560422,0.026211913114738
"DYRK2",0.353790168594775,0.00131069450089794,0.0263166746118595
"GATA2",0.755100960488256,0.00131081195590924,0.0263166746118595
"GOLGA6L5P",0.506574119286435,0.00131362847014825,0.0263473392275662
"SAMD9",1.12363555045503,0.0013156253927453,0.0263615213499298
"SCAF4",0.327077845398597,0.00132089724892674,0.0264412320994757
"NOL8",0.214864076229586,0.00132908263873507,0.026546623256239
"NAA16",0.640176038937349,0.00133378274223729,0.026546623256239
"LMNTD2",0.670192865296573,0.00133544697106359,0.026546623256239
"FZD8",0.461932066326584,0.00133545806873535,0.026546623256239
"C2orf42",0.56926722867753,0.00133877589680689,0.026546623256239
"ST13",0.271869242995444,0.00133888274865717,0.026546623256239
"SP6",0.552550779259156,0.00133997861308517,0.026546623256239
"AASS",1.110479552054,0.00134420297565251,0.0265951794931133
"DDX3Y",0.312549363445914,0.00134690939801455,0.0266019006542088
"EMC6",0.548002859019202,0.00134876463661905,0.0266019006542088
"ZFHX2",0.435041736964586,0.00134939075397281,0.0266019006542088
"TICAM1",0.53127371594125,0.00134974904483876,0.0266019006542088
"ISG15",1.64661975761423,0.00135423534712823,0.0266646069601222
"GCH1",0.444482397694338,0.00135679259353157,0.0266689128250712
"RIGI",1.38510603216249,0.00136128572673888,0.0266689128250712
"SNHG10",0.569417143901499,0.00136209602455513,0.0266689128250712
"ZFP30",0.334176103856931,0.00136228324637315,0.0266689128250712
"ACOT2",0.3060815554952,0.00136818507344964,0.0267417890420919
"NFIL3",0.637581978474805,0.00136993116386487,0.0267417890420919
"H1-10",0.307887963079769,0.00137258493239273,0.0267486078726418
"ZNF672",0.328692311778861,0.0013762576373083,0.0267702797799341
"RASD1",1.89827902773522,0.00137663000531905,0.0267702797799341
"UBE2D3",0.25507075069785,0.00138269063751114,0.0268049564462078
"TACC2",0.340325602007003,0.00138300321473963,0.0268049564462078
"IRX2",0.607535942808776,0.00138388082637308,0.0268049564462078
"N4BP2",0.287489216042156,0.00139041769810412,0.0268049564462078
"PDE10A",0.340602832379775,0.00139064094146895,0.0268049564462078
"PPFIA3",0.456022110504937,0.00139088324914228,0.0268049564462078
"HERC5",1.22864068103251,0.0013912642555653,0.0268049564462078
"E2F3",0.283258669628094,0.00139387923491296,0.0268049564462078
"USP3",0.236205829230097,0.00139698866430223,0.0268049564462078
"MFAP3L",0.316297224975406,0.00139854779598601,0.0268049564462078
"MAGEF1",0.270639459506227,0.00139888683444138,0.0268049564462078
"ZBTB21",0.404299939589354,0.00139939761855875,0.0268049564462078
"MRPL41",0.457513502878735,0.00140144160434712,0.026818973323639
"FBXO33",0.303675940703759,0.00140979377881056,0.0268934916614247
"USF2",0.207591429006397,0.00141043854837817,0.0268934916614247
"ABHD17C",0.24791982469396,0.00141074158281759,0.0268934916614247
"CSRNP1",0.936817946656416,0.00141201000407272,0.0268934916614247
"WHAMM",0.47958576611692,0.00141206041098545,0.0268934916614247
"SIM2",0.36180432433158,0.00141503124344148,0.0268961981278441
"IGFBP1",0.359456468794875,0.00141700654154056,0.0268961981278441
"LINC01511",2.65708592176042,0.00141761910115954,0.0268961981278441
"RNF139",0.24801888969582,0.00142319573797343,0.0269219028605284
"ZNF622",0.484926136129267,0.00142517732019539,0.0269219028605284
"ACHE",0.876319737453571,0.00142526171323474,0.0269219028605284
"ZBTB11",0.277212231343482,0.00142871174766851,0.0269621520764996
"ZNF280A",0.672651005417287,0.00143331971524377,0.0270241589853801
"VEZF1",0.286848163370442,0.00143533976726963,0.0270331882416818
"NRIP1",0.224927118905732,0.00143644399796782,0.0270331882416818
"NHERF1",0.510168231880908,0.00143940814742204,0.0270410895538579
"CNOT4",0.303358195209822,0.00143951000267137,0.0270410895538579
"MTF2",0.391754354586824,0.0014445050946817,0.0271100047062484
"ZFHX3",0.314348929144778,0.00144940821217359,0.0271770688444072
"PKD1P3",0.65279078988363,0.00145435527212709,0.0271983557227921
"ZNF34",0.677095261366631,0.00145441627654052,0.0271983557227921
"SENP6",0.237702776537563,0.00145453580609706,0.0271983557227921
"ZC3H12A",0.434478526049716,0.00146140837700951,0.0272670425375134
"SNX31",6.04114876259679,0.0014619969536703,0.0272670425375134
"ZMYM5",0.491518251143656,0.00146221149922275,0.0272670425375134
"ARAP2",0.681250092610379,0.00146393761281016,0.027274345424443
"WASF1",0.440618144068667,0.00146652361529068,0.0272946630843917
"ZNF689",0.40745504030031,0.00146820236101505,0.0272946630843917
"ZNF460",0.576914389822905,0.00148891999016909,0.0274337207670697
"LMTK3",0.605708628244461,0.00148978870368117,0.0274337207670697
"ULK1",0.331783946053244,0.00149142784791767,0.0274337207670697
"NFE2L2",0.210607707142289,0.00149213051309515,0.0274337207670697
"RELA",0.264347159868555,0.00149329993536394,0.0274337207670697
"ZNF225",0.510640796998628,0.0014934247793451,0.0274337207670697
"LRRFIP1",0.211973848785131,0.00149452489144871,0.0274337207670697
"MYOCD",2.10146398902515,0.00149503154683099,0.0274337207670697
"RAPGEF2",0.319911576773728,0.00149790286493157,0.0274337207670697
"TSPAN12",1.02377800342917,0.00149799551698061,0.0274337207670697
"ZNF423",1.19976522623821,0.00150639078035834,0.0275502744932296
"ZBTB17",0.404530950030632,0.00150705582167681,0.0275502744932296
"ANKRD36C",0.505203802928661,0.00151271686224471,0.0276082190949341
"ARX",0.747658114347019,0.00151292716441561,0.0276082190949341
"FAM90A27P",2.09121717207654,0.0015174313843212,0.0276657115368034
"RNF24",0.279204493199579,0.00152142765179046,0.0276969827527757
"BAMBI",0.435489728538922,0.00152185691512707,0.0276969827527757
"GBP4",4.12702110782526,0.00152848061637751,0.0277926983859704
"LINC00431",1.54753459329924,0.00153382728128329,0.027838529425704
"FOXA2",0.359970651715994,0.0015350828193937,0.027838529425704
"ZNF134",0.312702486705526,0.00154304674111263,0.0279581465379963
"PPIL4",0.301433670647176,0.00154573568552768,0.027976851326614
"B3GALNT2",0.7051553298803,0.0015468168117758,0.027976851326614
"FMNL2",0.252453380919199,0.00155568463109003,0.0281123629444899
"TVP23C",0.450132450328167,0.00156577401712708,0.0282180084533854
"MID1IP1",0.211375574288655,0.00156953738559258,0.0282180084533854
"ABAT",0.99865924452808,0.0015698148356737,0.0282180084533854
"TRIM31",0.908646018983983,0.00157291611913407,0.0282291066245065
"SHH",0.810716209011687,0.00157609404684086,0.0282291066245065
"ROCK1",0.201007711400766,0.00157627807440889,0.0282291066245065
"NOM1",0.269920175644363,0.00157671011609834,0.0282291066245065
"PLEKHG2",0.287201318843674,0.00157742110543793,0.0282291066245065
"RANBP9",0.260733463556977,0.00157871948682899,0.0282291066245065
"VPS51",0.333747241777569,0.00158152692285411,0.0282545867563743
"RNF216",0.294139257505354,0.00158577541988299,0.0283057450057368
"TMEM263",0.236908768991962,0.00160465135467709,0.028518142945122
"MKNK2",0.428588532450139,0.00160792323975136,0.0285504092550139
"SPTBN4",0.805793835566575,0.00161065769013754,0.0285504092550139
"DUSP10",0.851078975641876,0.00161325514188987,0.0285655679231036
"MYO10",0.231156779109481,0.00161621651623605,0.0285655679231036
"AGO2",0.590064087868692,0.00161807552571272,0.0285655679231036
"GRHL1",0.914136091354724,0.00162288286153218,0.0285655679231036
"EIF4ENIF1",0.320108452086573,0.00162424383237642,0.0285655679231036
"TNK2",0.298120193249256,0.00162443677381251,0.0285655679231036
"IER5",0.818160478632763,0.00162446758652446,0.0285655679231036
"ZNF189",0.266736258600931,0.00162631038216555,0.0285655679231036
"ZNF641",0.291302649363046,0.00162866812674773,0.0285655679231036
"IFI6",2.85987955290131,0.00162930906142414,0.0285655679231036
"SCMH1-DT",5.71054774558228,0.00163169324959883,0.0285763038862904
"ZNRF2",0.346086760667434,0.00163774416070497,0.0286055471947346
"ACTRT3",0.677680561052273,0.00163922737198403,0.0286055471947346
"HCG11",0.330389890629877,0.00163935349851409,0.0286055471947346
"KDM4C",0.335717204477447,0.00164056671648975,0.0286055471947346
"RDH14",0.295161440603268,0.00164191293922163,0.0286055471947346
